filename,keyword,full_caption,source_title,source_desc,categories,image_url,
"Sankt_Petri_kyrka,_Malmö,_interior_from_entrance.jpg",Brick Interior,"An interior architectural photo of Brick Interior. Title: Sankt Petri kyrka, Malmö, interior from entrance.jpg. Description: Sankt Petri kyrka, Malmö, Sweden, interior from entrance Date: December 2005 Categories: Files with no machine-readable source|Interior of Sankt Petri kyrka, Malmö|2005 in Malmö|Self-published work|Assumed own work|Taken on missing SDC inception|Churches in Sweden photographed in 2005|Sweden photographs taken on 2005-12-28|December 2005 in Skåne County|Brick Gothic church interiors","File:Sankt Petri kyrka, Malmö, interior from entrance.jpg","Sankt Petri kyrka, Malmö, Sweden, interior from entrance Date: December 2005","Files with no machine-readable source|Interior of Sankt Petri kyrka, Malmö|2005 in Malmö|Self-published work|Assumed own work|Taken on missing SDC inception|Churches in Sweden photographed in 2005|Sweden photographs taken on 2005-12-28|December 2005 in Skåne County|Brick Gothic church interiors",https://upload.wikimedia.org/wikipedia/commons/2/25/Sankt_Petri_kyrka%2C_Malm%C3%B6%2C_interior_from_entrance.jpg,
"Gniew,_brick_stamp.JPG",Brick Interior,"An interior architectural photo of Brick Interior. Title: Gniew, brick stamp.JPG. Description: Zamek w Gniewie. Categories: Interior of Gniew Castle|Self-published work|Brick stamps in Poland","File:Gniew, brick stamp.JPG",Zamek w Gniewie.,Interior of Gniew Castle|Self-published work|Brick stamps in Poland,https://upload.wikimedia.org/wikipedia/commons/7/76/Gniew%2C_brick_stamp.JPG,
Red_Brick_Windows.jpg,Brick Interior,"An interior architectural photo of Brick Interior. Title: Red Brick Windows.jpg. Description: Windows in Campo Pequeno, Lisbon, Portugal Categories: Taken with Nikon D2X|Flickr images reviewed by trusted users|Photos by Pedro Ribeiro Simões|Files with coordinates missing SDC location of creation|Windows in Lisbon|Brick window arches|Praça de Touros do Campo Pequeno (interior)",File:Red Brick Windows.jpg,"Windows in Campo Pequeno, Lisbon, Portugal",Taken with Nikon D2X|Flickr images reviewed by trusted users|Photos by Pedro Ribeiro Simões|Files with coordinates missing SDC location of creation|Windows in Lisbon|Brick window arches|Praça de Touros do Campo Pequeno (interior),https://upload.wikimedia.org/wikipedia/commons/a/a0/Red_Brick_Windows.jpg,
Small_operational_brick_tunnel.JPG,Brick Interior,An interior architectural photo of Brick Interior. Title: Small operational brick tunnel.JPG. Description: Small operational brick tunnel in France Categories: Self-published work|Interiors of tunnels in France|Brick architecture,File:Small operational brick tunnel.JPG,Small operational brick tunnel in France,Self-published work|Interiors of tunnels in France|Brick architecture,https://upload.wikimedia.org/wikipedia/commons/f/f6/Small_operational_brick_tunnel.JPG,
Rainbo_Interior_(288635546).jpg,Brick Interior,An interior architectural photo of Brick Interior. Title: Rainbo Interior (288635546).jpg. Description: Balcony with bricked-up archways Categories: Flickr images reviewed by FlickreviewR|Building interiors in Chicago|March 2003 in Chicago|United States photographs taken on 2003-03-30|Rainbo Club,File:Rainbo Interior (288635546).jpg,Balcony with bricked-up archways,Flickr images reviewed by FlickreviewR|Building interiors in Chicago|March 2003 in Chicago|United States photographs taken on 2003-03-30|Rainbo Club,https://upload.wikimedia.org/wikipedia/commons/e/e9/Rainbo_Interior_%28288635546%29.jpg,
"Cuicocha,_Ecuador_Reserva_ecológica_Cotacachi-Cayapasm,.interior,_guitar_on_a_br.jpg",Brick Interior,"An interior architectural photo of Brick Interior. Title: Cuicocha, Ecuador Reserva ecológica Cotacachi-Cayapasm,.interior, guitar on a brick wall. six string.jpg. Description: Cuicocha, Ecuador Reserva ecológica Cotacachi-Cayapasm - Andes Mountains - South America Categories: Cuicocha|Guitars|Self-published work","File:Cuicocha, Ecuador Reserva ecológica Cotacachi-Cayapasm,.interior, guitar on a brick wall. six string.jpg","Cuicocha, Ecuador Reserva ecológica Cotacachi-Cayapasm - Andes Mountains - South America",Cuicocha|Guitars|Self-published work,https://upload.wikimedia.org/wikipedia/commons/b/bc/Cuicocha%2C_Ecuador_Reserva_ecol%C3%B3gica_Cotacachi-Cayapasm%2C.interior%2C_guitar_on_a_brick_wall._six_string.jpg,
Interior_of_St_Deiniol's_4.jpg,Brick Interior,"An interior architectural photo of Brick Interior. Title: Interior of St Deiniol's 4.jpg. Description: The liturgical east end (compass south), where the sanctuary &amp; altar would have been but appears to have been bricked up. Categories: Rodhullandemu images|Taken with Canon EOS 1300D|Self-published work|Files with coordinates missing SDC location of creation (53° N, 3° W)|Interior of St Deiniol's, Toxteth",File:Interior of St Deiniol's 4.jpg,"The liturgical east end (compass south), where the sanctuary &amp; altar would have been but appears to have been bricked up.","Rodhullandemu images|Taken with Canon EOS 1300D|Self-published work|Files with coordinates missing SDC location of creation (53° N, 3° W)|Interior of St Deiniol's, Toxteth",https://upload.wikimedia.org/wikipedia/commons/c/c1/Interior_of_St_Deiniol%27s_4.jpg,
"Interior_view_of_the_brickworks_of_the_Silverstream_Brick_and_Tile_Company,_1930.png",Brick Interior,"An interior architectural photo of Brick Interior. Title: Interior view of the brickworks of the Silverstream Brick and Tile Company, 1930. ATLIB 295248.png. Description: Interior view of the brickworks of the Silverstream Brick &amp; Tile Company, showing a load of bricks through an archway of a furnace. Photographed by A P Godber in 1930. Categories: Silverstream|Images uploaded by Fæ|PD-1996|CC-PD-Mark|Photographs by Albert Percy Godber|1930 black and white photographs|PD-old missing SDC copyright status|PD-US missing SDC copyright status|Brickworks in New Zealand","File:Interior view of the brickworks of the Silverstream Brick and Tile Company, 1930. ATLIB 295248.png","Interior view of the brickworks of the Silverstream Brick &amp; Tile Company, showing a load of bricks through an archway of a furnace. Photographed by A P Godber in 1930.",Silverstream|Images uploaded by Fæ|PD-1996|CC-PD-Mark|Photographs by Albert Percy Godber|1930 black and white photographs|PD-old missing SDC copyright status|PD-US missing SDC copyright status|Brickworks in New Zealand,https://upload.wikimedia.org/wikipedia/commons/d/d4/Interior_view_of_the_brickworks_of_the_Silverstream_Brick_and_Tile_Company%2C_1930._ATLIB_295248.png,
"StateLibQld_2_228998_Interior_of_a_brick_Housing_Commission_home_at_Wondai,_1952.jpg",Brick Interior,"An interior architectural photo of Brick Interior. Title: StateLibQld 2 228998 Interior of a brick Housing Commission home at Wondai, 1952.jpg. Description: Interior of a brick Housing Commission home at Wondai, 1952 View of the living room of a brick Queensland Housing Commission home at Wondai. See also image numbers hch00013 and hch00012. Caption: Houses erected at Wondai under Part V (A) State Housing Acts 1945-50, 'Advances for Housing of Employees'. Wondai Brick and Tile Coy. Ltd. Categories: Wondai, Queensland|PD-Australia|Images from the State Library of Queensland|Black and white photographs in the 1950s|1952 in Queensland|Black and white photographs of Queensland|Housing estates in Queensland|Furniture in Queensland|PD-old missing SDC copyright status|Queensland Housing Commission","File:StateLibQld 2 228998 Interior of a brick Housing Commission home at Wondai, 1952.jpg","Interior of a brick Housing Commission home at Wondai, 1952 View of the living room of a brick Queensland Housing Commission home at Wondai. See also image numbers hch00013 and hch00012. Caption: Houses erected at Wondai under Part V (A) State Housing Acts 1945-50, 'Advances for Housing of Employees'. Wondai Brick and Tile Coy. Ltd.","Wondai, Queensland|PD-Australia|Images from the State Library of Queensland|Black and white photographs in the 1950s|1952 in Queensland|Black and white photographs of Queensland|Housing estates in Queensland|Furniture in Queensland|PD-old missing SDC copyright status|Queensland Housing Commission",https://upload.wikimedia.org/wikipedia/commons/b/bb/StateLibQld_2_228998_Interior_of_a_brick_Housing_Commission_home_at_Wondai%2C_1952.jpg,
Buckland_lane_pillbox_interior_at_Staple_Kent_England.jpg,Brick Interior,"An interior architectural photo of Brick Interior. Title: Buckland lane pillbox interior at Staple Kent England.jpg. Description: The interior of the pillbox at the corner of Buckland Lane and the bridleway leading to Crixhall Court, in Staple, Kent, England.Camera: Canon EOS 6D with Canon EF 24-105mm F4L IS USM lens.Software: RAW file lens-corrected, optimized, perhaps cropped, and converted to JPEG with DxO OpticsPro 11 Elite, and likely further optimized with Adobe Photoshop CS2. Categories: Staple, Kent|Taken with Canon EOS 6D and Canon EF 24-105mm F4L IS USM|Self-published work|Rectangular windows|Summer in Kent|Windows in Kent|Pillboxes in Kent|August 2016 in Kent|Summer 2016 in the United Kingdom|Photographs taken on 2016-08-07|Files with coordinates missing SDC location of creation (51° N, 1° E)|Interiors of pillboxes|Brick windows|Acabashi photos: buildings in Kent|Images from Kent",File:Buckland lane pillbox interior at Staple Kent England.jpg,"The interior of the pillbox at the corner of Buckland Lane and the bridleway leading to Crixhall Court, in Staple, Kent, England.Camera: Canon EOS 6D with Canon EF 24-105mm F4L IS USM lens.Software: RAW file lens-corrected, optimized, perhaps cropped, and converted to JPEG with DxO OpticsPro 11 Elite, and likely further optimized with Adobe Photoshop CS2.","Staple, Kent|Taken with Canon EOS 6D and Canon EF 24-105mm F4L IS USM|Self-published work|Rectangular windows|Summer in Kent|Windows in Kent|Pillboxes in Kent|August 2016 in Kent|Summer 2016 in the United Kingdom|Photographs taken on 2016-08-07|Files with coordinates missing SDC location of creation (51° N, 1° E)|Interiors of pillboxes|Brick windows|Acabashi photos: buildings in Kent|Images from Kent",https://upload.wikimedia.org/wikipedia/commons/f/f2/Buckland_lane_pillbox_interior_at_Staple_Kent_England.jpg,
Terminal_de_Chascomus_(interior).JPG,Brick Interior,"An interior architectural photo of Brick Interior. Title: Terminal de Chascomus (interior).JPG. Description: Terminal de Omnibus de Chascomus, Argentina. Categories: Postmodern architecture in Argentina|GFDL|PD-user|Chascomús train station|License migration redundant|Self-published work|Brick buildings in Argentina|Bus stations in Chascomús|2014 in rail transport in Chascomús Partido",File:Terminal de Chascomus (interior).JPG,"Terminal de Omnibus de Chascomus, Argentina.",Postmodern architecture in Argentina|GFDL|PD-user|Chascomús train station|License migration redundant|Self-published work|Brick buildings in Argentina|Bus stations in Chascomús|2014 in rail transport in Chascomús Partido,https://upload.wikimedia.org/wikipedia/commons/9/94/Terminal_de_Chascomus_%28interior%29.JPG,
"Boultham,_Holy_Cross_church_interior_(27631855314).jpg",Brick Interior,"An interior architectural photo of Brick Interior. Title: Boultham, Holy Cross church interior (27631855314).jpg. Description: Built 1939-40 by Rushton of Birmingham. The church has a south west tower with pyramidal roof, nave with north and south aisles with square piers and round arches, chancel, south chapel and north vestry all under one roof. The chapel has dormer windows. All built in brick. The east window is by Glenn Carter, and there is a Cousans organ. Categories: Flickr images reviewed by FlickreviewR 2|Holy Cross Church, Boultham|Files with coordinates missing SDC location of creation (53° N, 1° W)|Interiors of churches in Lincoln, England","File:Boultham, Holy Cross church interior (27631855314).jpg","Built 1939-40 by Rushton of Birmingham. The church has a south west tower with pyramidal roof, nave with north and south aisles with square piers and round arches, chancel, south chapel and north vestry all under one roof. The chapel has dormer windows. All built in brick. The east window is by Glenn Carter, and there is a Cousans organ.","Flickr images reviewed by FlickreviewR 2|Holy Cross Church, Boultham|Files with coordinates missing SDC location of creation (53° N, 1° W)|Interiors of churches in Lincoln, England",https://upload.wikimedia.org/wikipedia/commons/4/4b/Boultham%2C_Holy_Cross_church_interior_%2827631855314%29.jpg,
Roslyn-Inside-The-Brick-P5270072.JPG,Brick Interior,"An interior architectural photo of Brick Interior. Title: Roslyn-Inside-The-Brick-P5270072.JPG. Description: A photo taken inside The Brick tavern in en:Roslyn, Washington. Fans of en:Northern Exposure will recognize the set for some of the shows; note the Christmas lights on the moose above the bar remain. Categories: GFDL|Files with no machine-readable source|License migration completed|Building interiors in Washington (state)|June 2006 in Washington (state)|Self-published work|Assumed own work|The Brick",File:Roslyn-Inside-The-Brick-P5270072.JPG,"A photo taken inside The Brick tavern in en:Roslyn, Washington. Fans of en:Northern Exposure will recognize the set for some of the shows; note the Christmas lights on the moose above the bar remain.",GFDL|Files with no machine-readable source|License migration completed|Building interiors in Washington (state)|June 2006 in Washington (state)|Self-published work|Assumed own work|The Brick,https://upload.wikimedia.org/wikipedia/commons/c/c8/Roslyn-Inside-The-Brick-P5270072.JPG,
"Cawston,_St_Agnes,_brick_floor_-_geograph.org.uk_-_4170121.jpg",Brick Interior,"An interior architectural photo of Brick Interior. Title: Cawston, St Agnes, brick floor - geograph.org.uk - 4170121.jpg. Description: Cawston, St Agnes: brick floor Categories: Images from Geograph Britain and Ireland|St Agnes, Cawston (interior)","File:Cawston, St Agnes, brick floor - geograph.org.uk - 4170121.jpg","Cawston, St Agnes: brick floor","Images from Geograph Britain and Ireland|St Agnes, Cawston (interior)",https://upload.wikimedia.org/wikipedia/commons/d/d9/Cawston%2C_St_Agnes%2C_brick_floor_-_geograph.org.uk_-_4170121.jpg,
Escomb_Saxon_Church_-_slab_of_Frosterley_marble_in_the_floor_of_the_chancel_-_ge.jpg,Marble Floor,An interior architectural photo of Marble Floor. Title: Escomb Saxon Church - slab of Frosterley marble in the floor of the chancel - geograph.org.uk - 7092362.jpg. Description: Escomb Saxon Church - slab of Frosterley marble in the floor of the chancel Categories: Images from Geograph Britain and Ireland|Frosterley Marble|Escomb Church (interior),File:Escomb Saxon Church - slab of Frosterley marble in the floor of the chancel - geograph.org.uk - 7092362.jpg,Escomb Saxon Church - slab of Frosterley marble in the floor of the chancel,Images from Geograph Britain and Ireland|Frosterley Marble|Escomb Church (interior),https://upload.wikimedia.org/wikipedia/commons/3/3f/Escomb_Saxon_Church_-_slab_of_Frosterley_marble_in_the_floor_of_the_chancel_-_geograph.org.uk_-_7092362.jpg,
HK_CWB_Fashion_Walk_1st_floor_lobby_Marble_floor.jpg,Marble Floor,An interior architectural photo of Marble Floor. Title: HK CWB Fashion Walk 1st floor lobby Marble floor.jpg. Description: zh:銅鑼灣名店坊商場 Categories: Taken with Ricoh R10|Interior of Fashion Walk|Fashion Walk|Marble buildings|Self-published work|Floors in Hong Kong|Lobbies (room) in Hong Kong|Photographs by Anonymous Hong Kong Photographer 1|Hong Kong photographs taken on 2009-12-21|Marble flooring|Night in Fashion Walk,File:HK CWB Fashion Walk 1st floor lobby Marble floor.jpg,zh:銅鑼灣名店坊商場,Taken with Ricoh R10|Interior of Fashion Walk|Fashion Walk|Marble buildings|Self-published work|Floors in Hong Kong|Lobbies (room) in Hong Kong|Photographs by Anonymous Hong Kong Photographer 1|Hong Kong photographs taken on 2009-12-21|Marble flooring|Night in Fashion Walk,https://upload.wikimedia.org/wikipedia/commons/0/06/HK_CWB_Fashion_Walk_1st_floor_lobby_Marble_floor.jpg,
Interior_of_Santi_Giovanni_e_Paolo_(Venice)_-_Chapel_of_St._Dominic_-_polychrome.jpg,Marble Floor,"An interior architectural photo of Marble Floor. Title: Interior of Santi Giovanni e Paolo (Venice) - Chapel of St. Dominic - polychrome marble floor.jpg. Description: Santi Giovanni e Paolo in Venice - Chapel of St. Dominic by Andrea Tirali, polychrome marble floor Categories: Self-published work|Images by Archaeodontosaurus Venice Church|May 2015 in Venice|Chapel of Saint Dominic of Santi Giovanni e Paolo (Venice)|Files with coordinates missing SDC location of creation|Italy photographs taken on 2015-05-13",File:Interior of Santi Giovanni e Paolo (Venice) - Chapel of St. Dominic - polychrome marble floor.jpg,"Santi Giovanni e Paolo in Venice - Chapel of St. Dominic by Andrea Tirali, polychrome marble floor",Self-published work|Images by Archaeodontosaurus Venice Church|May 2015 in Venice|Chapel of Saint Dominic of Santi Giovanni e Paolo (Venice)|Files with coordinates missing SDC location of creation|Italy photographs taken on 2015-05-13,https://upload.wikimedia.org/wikipedia/commons/9/90/Interior_of_Santi_Giovanni_e_Paolo_%28Venice%29_-_Chapel_of_St._Dominic_-_polychrome_marble_floor.jpg,
"Our_Lady_of_Victory_(Marble_Cliff,_Ohio),_interior,_terrazzo_floor,_Agnus_Dei.jpg",Marble Floor,"An interior architectural photo of Marble Floor. Title: Our Lady of Victory (Marble Cliff, Ohio), interior, terrazzo floor, Agnus Dei.jpg. Description: Our Lady of Victory (Marble Cliff, Ohio), interior, terrazzo floor, Agnus Dei Categories: Self-published work|Interior of Our Lady of Victory Catholic Church (Marble Cliff, Ohio)","File:Our Lady of Victory (Marble Cliff, Ohio), interior, terrazzo floor, Agnus Dei.jpg","Our Lady of Victory (Marble Cliff, Ohio), interior, terrazzo floor, Agnus Dei","Self-published work|Interior of Our Lady of Victory Catholic Church (Marble Cliff, Ohio)",https://upload.wikimedia.org/wikipedia/commons/b/b2/Our_Lady_of_Victory_%28Marble_Cliff%2C_Ohio%29%2C_interior%2C_terrazzo_floor%2C_Agnus_Dei.jpg,
"Upper_Floor_Room,_Marble_Hill_House_(01).jpg",Marble Floor,"An interior architectural photo of Marble Floor. Title: Upper Floor Room, Marble Hill House (01).jpg. Description: A room on the upper floor of Marble Hill House. Categories: Self-published work|Marble Hill House, interior","File:Upper Floor Room, Marble Hill House (01).jpg",A room on the upper floor of Marble Hill House.,"Self-published work|Marble Hill House, interior",https://upload.wikimedia.org/wikipedia/commons/4/43/Upper_Floor_Room%2C_Marble_Hill_House_%2801%29.jpg,
"Indiana_History_Center,_Lilly_Hall,_marble_floors.jpg",Marble Floor,"An interior architectural photo of Marble Floor. Title: Indiana History Center, Lilly Hall, marble floors.jpg. Description: Interior of the Indiana History Center's Lilly Hall, with marble floors. Categories: Indiana Historical Society|Museums in Indianapolis|Self-published work|Files with coordinates missing SDC location of creation","File:Indiana History Center, Lilly Hall, marble floors.jpg","Interior of the Indiana History Center's Lilly Hall, with marble floors.",Indiana Historical Society|Museums in Indianapolis|Self-published work|Files with coordinates missing SDC location of creation,https://upload.wikimedia.org/wikipedia/commons/5/51/Indiana_History_Center%2C_Lilly_Hall%2C_marble_floors.jpg,
Lago_di_Garda_-_Salò_-_Il_Duomo_di_Salò_1452_-_View_East_on_marble_floor_of_the_.jpg,Marble Floor,An interior architectural photo of Marble Floor. Title: Lago di Garda - Salò - Il Duomo di Salò 1452 - View East on marble floor of the central corridor.jpg. Description: Lago di Garda - Salò - Il Duomo di Salò 1452 - View East on marble floor of the central corridor Categories: Self-published work|Files with coordinates missing SDC location of creation|Interior of Duomo (Salò),File:Lago di Garda - Salò - Il Duomo di Salò 1452 - View East on marble floor of the central corridor.jpg,Lago di Garda - Salò - Il Duomo di Salò 1452 - View East on marble floor of the central corridor,Self-published work|Files with coordinates missing SDC location of creation|Interior of Duomo (Salò),https://upload.wikimedia.org/wikipedia/commons/8/84/Lago_di_Garda_-_Sal%C3%B2_-_Il_Duomo_di_Sal%C3%B2_1452_-_View_East_on_marble_floor_of_the_central_corridor.jpg,
"Our_Lady_of_Victory_(Marble_Cliff,_Ohio),_interior,_terrazzo_floor,_cross_inside.jpg",Marble Floor,"An interior architectural photo of Marble Floor. Title: Our Lady of Victory (Marble Cliff, Ohio), interior, terrazzo floor, cross inside pentagram (symbolizes the 5 wounds of Christ).jpg. Description: Our Lady of Victory (Marble Cliff, Ohio), interior, terrazzo floor, cross inside pentagram (symbolizes the 5 wounds of Christ) Categories: Five Holy Wounds|Self-published work|Pentagrams in art|Interior of Our Lady of Victory Catholic Church (Marble Cliff, Ohio)","File:Our Lady of Victory (Marble Cliff, Ohio), interior, terrazzo floor, cross inside pentagram (symbolizes the 5 wounds of Christ).jpg","Our Lady of Victory (Marble Cliff, Ohio), interior, terrazzo floor, cross inside pentagram (symbolizes the 5 wounds of Christ)","Five Holy Wounds|Self-published work|Pentagrams in art|Interior of Our Lady of Victory Catholic Church (Marble Cliff, Ohio)",https://upload.wikimedia.org/wikipedia/commons/3/3d/Our_Lady_of_Victory_%28Marble_Cliff%2C_Ohio%29%2C_interior%2C_terrazzo_floor%2C_cross_inside_pentagram_%28symbolizes_the_5_wounds_of_Christ%29.jpg,
Greenwich_-_Old_Royal_Naval_College_1696-1712_Sir_Christopher_Wren_-_Neoclassica.jpg,Marble Floor,"An interior architectural photo of Marble Floor. Title: Greenwich - Old Royal Naval College 1696-1712 Sir Christopher Wren - Neoclassical Chapel 1789 by James 'Athenian' Stuart - View on the Marble Floor.jpg. Description: Greenwich - Old Royal Naval College 1696-1712 Sir Christopher Wren - Neoclassical Chapel 1789 by James 'Athenian' Stuart - View on the Marble Floor Categories: Neoclassical architecture in the United Kingdom|Self-published work|Chapel of St Peter and St Paul, Greenwich Hospital (interior)|Files with coordinates missing SDC location of creation (51° N, 1° W)|Marble flooring|Photographs of London by Txllxt TxllxT|Greenwich photographs taken on 2011-06-19",File:Greenwich - Old Royal Naval College 1696-1712 Sir Christopher Wren - Neoclassical Chapel 1789 by James 'Athenian' Stuart - View on the Marble Floor.jpg,Greenwich - Old Royal Naval College 1696-1712 Sir Christopher Wren - Neoclassical Chapel 1789 by James 'Athenian' Stuart - View on the Marble Floor,"Neoclassical architecture in the United Kingdom|Self-published work|Chapel of St Peter and St Paul, Greenwich Hospital (interior)|Files with coordinates missing SDC location of creation (51° N, 1° W)|Marble flooring|Photographs of London by Txllxt TxllxT|Greenwich photographs taken on 2011-06-19",https://upload.wikimedia.org/wikipedia/commons/3/33/Greenwich_-_Old_Royal_Naval_College_1696-1712_Sir_Christopher_Wren_-_Neoclassical_Chapel_1789_by_James_%27Athenian%27_Stuart_-_View_on_the_Marble_Floor.jpg,
"Marble_engravings_in_east_side,_floor_,Basilica_of_Bom_Jesus_Goa,_India.jpg",Marble Floor,"An interior architectural photo of Marble Floor. Title: Marble engravings in east side, floor ,Basilica of Bom Jesus Goa, India.jpg. Description: seen on the floor near to the altar Categories: Interior of Basilica of Bom Jesus (Goa)|Self-published work","File:Marble engravings in east side, floor ,Basilica of Bom Jesus Goa, India.jpg",seen on the floor near to the altar,Interior of Basilica of Bom Jesus (Goa)|Self-published work,https://upload.wikimedia.org/wikipedia/commons/2/2a/Marble_engravings_in_east_side%2C_floor_%2CBasilica_of_Bom_Jesus_Goa%2C_India.jpg,
First_Bedroom_-_Marble_Relief_and_Sculptures_Ceiling.jpg,Marble Floor,An interior architectural photo of Marble Floor. Title: First Bedroom - Marble Relief and Sculptures Ceiling.jpg. Description: Cottage Categories: Files with coordinates missing SDC location of creation|Flickr images reviewed by FlickreviewR 2|Pentelic marble (Hearst Castle)|Portals - Casa del Mar (Hearst Castle)|Top Floor - Living Room (Casa del Mar)|Fireplaces of Casa del Mar (Hearst Castle)|Interior Lighting (Casa del Mar)|Ceilings - Casa del Mar,File:First Bedroom - Marble Relief and Sculptures Ceiling.jpg,Cottage,Files with coordinates missing SDC location of creation|Flickr images reviewed by FlickreviewR 2|Pentelic marble (Hearst Castle)|Portals - Casa del Mar (Hearst Castle)|Top Floor - Living Room (Casa del Mar)|Fireplaces of Casa del Mar (Hearst Castle)|Interior Lighting (Casa del Mar)|Ceilings - Casa del Mar,https://upload.wikimedia.org/wikipedia/commons/f/fe/First_Bedroom_-_Marble_Relief_and_Sculptures_Ceiling.jpg,
King's_Chapel_chancel_and_marble_floor.jpg,Marble Floor,An interior architectural photo of Marble Floor. Title: King's Chapel chancel and marble floor.jpg. Description: King's Chapel chancel and marble floor Categories: Flickr images reviewed by FlickreviewR 2|Interior of King's Chapel,File:King's Chapel chancel and marble floor.jpg,King's Chapel chancel and marble floor,Flickr images reviewed by FlickreviewR 2|Interior of King's Chapel,https://upload.wikimedia.org/wikipedia/commons/4/4c/King%27s_Chapel_chancel_and_marble_floor.jpg,
Black_and_white_marble_tile_in_the_southeast_gallery_(82b32891-e2eb-c3af-da41-00.jpg,Marble Floor,An interior architectural photo of Marble Floor. Title: Black and white marble tile in the southeast gallery (82b32891-e2eb-c3af-da41-007c23268f9d).jpg. Description: Black and white marble tile in the southeast gallery Please see our blog at www.nps.gov/jeff/archdome.htm for an entry about the floors in the Old Courthouse. Keywords: floor; st. louis; old courthouse Categories: PD US NPS|Images from NPGallery to check|Photographs taken on 2011-01-28|Images from NPGallery|Floors in Missouri|Old St. Louis County Courthouse interior|Black and white tiles,File:Black and white marble tile in the southeast gallery (82b32891-e2eb-c3af-da41-007c23268f9d).jpg,Black and white marble tile in the southeast gallery Please see our blog at www.nps.gov/jeff/archdome.htm for an entry about the floors in the Old Courthouse. Keywords: floor; st. louis; old courthouse,PD US NPS|Images from NPGallery to check|Photographs taken on 2011-01-28|Images from NPGallery|Floors in Missouri|Old St. Louis County Courthouse interior|Black and white tiles,https://upload.wikimedia.org/wikipedia/commons/c/c5/Black_and_white_marble_tile_in_the_southeast_gallery_%2882b32891-e2eb-c3af-da41-007c23268f9d%29.jpg,
HK_CWB_Fashion_Walk_interior_corridor_lobby_02.jpg,Marble Floor,An interior architectural photo of Marble Floor. Title: HK CWB Fashion Walk interior corridor lobby 02.jpg. Description: zh:銅鑼灣名店坊商場 Categories: Floors in China|Taken with Ricoh R10|Interior of Fashion Walk|Fashion Walk|Self-published work|Lobbies (room) in Hong Kong|Photographs by Anonymous Hong Kong Photographer 1|Hong Kong photographs taken on 2009-12-21|Marble flooring|Night in Fashion Walk|Shops in Fashion Walk,File:HK CWB Fashion Walk interior corridor lobby 02.jpg,zh:銅鑼灣名店坊商場,Floors in China|Taken with Ricoh R10|Interior of Fashion Walk|Fashion Walk|Self-published work|Lobbies (room) in Hong Kong|Photographs by Anonymous Hong Kong Photographer 1|Hong Kong photographs taken on 2009-12-21|Marble flooring|Night in Fashion Walk|Shops in Fashion Walk,https://upload.wikimedia.org/wikipedia/commons/3/37/HK_CWB_Fashion_Walk_interior_corridor_lobby_02.jpg,
Top_floor_of_the_Indian_Museum.jpg,Marble Floor,"An interior architectural photo of Marble Floor. Title: Top floor of the Indian Museum.jpg. Description: The landing that leads to the regional art gallery. The equisite chequered marble floor adds to the vintage look of the museum which is around 200 years old. Categories: Interior of the Indian Museum, Kolkata|Self-published work",File:Top floor of the Indian Museum.jpg,The landing that leads to the regional art gallery. The equisite chequered marble floor adds to the vintage look of the museum which is around 200 years old.,"Interior of the Indian Museum, Kolkata|Self-published work",https://upload.wikimedia.org/wikipedia/commons/0/08/Top_floor_of_the_Indian_Museum.jpg,
Red_and_white_marble_tile_in_the_West_Courtroom_(82ad81c9-09eb-c951-6ab5-55ce8f9.jpg,Marble Floor,An interior architectural photo of Marble Floor. Title: Red and white marble tile in the West Courtroom (82ad81c9-09eb-c951-6ab5-55ce8f9ea7c9).jpg. Description: Red and white marble tile in the West Courtroom Please see our blog at www.nps.gov/jeff/archdome.htm for an entry about the floors in the Old Courthouse. Keywords: floor; st. louis; old courthouse Categories: PD US NPS|Images from NPGallery to check|Media needing category review with 2 suggested categories|Taken on missing SDC inception|Photographs taken on 2011-01-28|Images from NPGallery|Floors in Missouri|Media needing category review as of 13 May 2024|Old St. Louis County Courthouse interior,File:Red and white marble tile in the West Courtroom (82ad81c9-09eb-c951-6ab5-55ce8f9ea7c9).jpg,Red and white marble tile in the West Courtroom Please see our blog at www.nps.gov/jeff/archdome.htm for an entry about the floors in the Old Courthouse. Keywords: floor; st. louis; old courthouse,PD US NPS|Images from NPGallery to check|Media needing category review with 2 suggested categories|Taken on missing SDC inception|Photographs taken on 2011-01-28|Images from NPGallery|Floors in Missouri|Media needing category review as of 13 May 2024|Old St. Louis County Courthouse interior,https://upload.wikimedia.org/wikipedia/commons/1/14/Red_and_white_marble_tile_in_the_West_Courtroom_%2882ad81c9-09eb-c951-6ab5-55ce8f9ea7c9%29.jpg,
